city,companyFullName,companyShortName,companySize,district,education,financeStage,positionName,salary,workYear,positionId,detail,kd
北京,北京瓴岳信息技术有限公司,洋钱罐,150-500人,朝阳区,本科,不需要融资,数据分析师,30k-45k,3-5年,4326488,"
职位描述：

岗位职责：
1.监控各项业务数据指标，编制业务报告。
2.紧密关注数据变化，及时发现背后原因。
3.深入挖掘数据背后价值，提出业务发展建议。
4.配合其他部门完成数据统计和分析工作。
任职要求：
1.统计、计算机相关专业本科以上学历
2.具有3年以上从业经验；具有大型互联网公司、知名互联网金融公司工作经验优先。
3.熟练使用SQL，掌握至少一种统计工具（SPSS、SAS、R等）；熟悉大数据挖掘、机器学习等相关技术优先。
4.高度数据敏感性和优秀的逻辑分析能力，具有团队合作精神。

",fenxi
北京,上海谦问万答吧云计算科技有限公司,学霸君,150-500人,朝阳区,本科,C轮,数据分析师,15k-25k,3-5年,3953319,"
职位描述：

职位职责：
1. 负责“学霸君1对1”业务的数据分析；
2. 负责跟进各业务方（市场/销售/教研等）数据需求，提供分析和解决方案；
3. 负责“学霸君1对1”付费学生用户分析，建立用户管理模型；
4. 建立、整理并维护数据分析团队业务数据知识库，分析文档。
职位要求：
1. 本科或硕士以上学历，3年以上工作经验；
2. 掌握数据库相关知识，SQL语言 / excel / Tableau / Python；
3. 逻辑思维能力强，善于洞察分析数据，提供优质解决方案；
4. 沟通协调能力高，工作主动性强，乐于沟通和解决问题；
5. 了解互联网行业，并对在线教育感兴趣。

",fenxi
北京,北京万游网络科技有限公司,Gamegou,15-50人,海淀区,本科,不需要融资,数据分析师,15k-25k,3-5年,4332776,"
职位描述：

岗位职责：
1. 主导整个项目数据收集和分析流程，精准提炼数据和分析，形成结论，并跟踪反馈整个过程；
2. .熟悉游戏分析的相关指标体系，有自己的深入见解；
3. 独立主导建设服务于游戏的通用分析框架并把框架抽象自动化，且主动推进实现，促进产品优化和提升
4. .整合外部数据，并结合游戏内用户行为，对用户进行多维度分析和挖掘，撰写高质量的分析报告，指导产品走向和项目改善；
任职要求：
1. .统计学、数学、信息与计算科学、计算机（有数据挖掘或BI经验）等相关专业本科以上学历，1年以上互联网数据分析经验；
2. .熟练使用Excel、SQL语句且工作曾使用过Hadoop \ Hive \ presto \ SQL server\ MySQL等中的至少一种。有hadoop、bash使用经验优先；
3. 精通使用SPSS、weka、R、python、matlab等统计分析软件中的至少一种；
4. 具有良好的沟通、表达能力，能够快速、准确地理解产品需求，并能主动且创新性地解决问题
5. 良好的逻辑思维与表达能力，善于用简单语言表述复杂结论；工作独立性强，强烈的自我驱动型，善于团队合作和管理；良好的数据敏感度，善于从海量数据中提炼核心结果；
6. 热爱游戏，有游戏运营经验优先

",fenxi
北京,上海淇毓信息科技有限公司,奇虎360金融,500-2000人,朝阳区,本科,未融资,数据分析师,13k-20k,1-3年,3854681,"
职位描述：

岗位描述:
1、独立负责业务数据收集整理，构建经营分析和报表系统，并且结合业务对多种数据源进行深度诊断性组合分析、挖掘、深度分析；
2、通过专题分析，对业务问题进行深入分析，为业务的策略、产品优化提供数据支持；
3、独立完成业务日常的产品运营工作，可以快速有效地取得一定的业务成果。

岗位要求:
1、统计、数学、信息技术、生物统计等专业本科及以上学历(硕士优先)，二年以上相关工作经历；
2、熟悉数据库基本原理，熟练运用SQL，熟练操作excel、PPT；熟悉数据挖掘的基本原理，熟练操作SAS、SPSS clementine等数据分析/挖掘工具的优先；
3、熟悉大数据平台操作，如hive使用，熟悉Python／php语言，熟悉Hadoop/Spark优先。
4、良好的数据敏感度，能从海量数据提炼核心结果，熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，给出建议；
5、具备良好的沟通能力和团队精神，较强的学习能力，能承担一定的工作压力

",fenxi
北京,优舫（北京）信息科技有限公司,优信集团,2000人以上,朝阳区,本科,D轮及以上,数据分析师-北京-12960,20k-25k,3-5年,3998979,"
职位描述：

岗位职责
1.数据分析：建立公司业务指标体系和数据分析模型，书写专业的数据分析报告；2.用户研究：研究用户生命周期价值，回访、轨迹、转化率等有关用户获取成本的数据指标，并依此建立数据模型，理清关系，得出结论，撰写分析报告，并推动数据产品落地；3.数据体系：完善数据的监控体系与报表系统，监控数据，分析异常原因，与研发和产品合作，持续优化产品，提出优化建议；4.数据建模：收集数据分析需求，设计数据分析，数据挖掘模型，协助AI和数据产品经理完成数据产品研发落地；5.产品沉淀：定期梳理数据需求文档，从中抽象出可通用的数据模型以及数据产品，推动数据产品落地；6.通过对公司运营数据研究，提出改善运营质量的方法和建议，搭建BI数据分析体系，完善反作弊指标体系；


任职条件
1.数学，统计学或计算机相关专业重点大学本科及以上学历；2.良好的数据分析技能和业务理解能力，3年以上数据分析/数据挖掘工作经验；3.精通SQL，熟练常见统计分析软件，具有商业智能分析经验者加分；4.至少掌握一门编程语言，熟悉hadoop/hive/mysql优先；5.良好的沟通表达能力，跨团队协作能力，一线互联网公司背景优先。

",fenxi
北京,京东金融,京东金融,2000人以上,大兴区,本科,上市公司,数据分析师,25k-35k,5-10年,4385126,"
职位描述：

岗位职责：1.指标体系建设,基于对业务的深刻理解，梳理业务逻辑及核心流程，建立指标体系；2.关键业务建模和预测：对注册转化、首购、复购等关键业务节点建立数据模型数据业务分析模型及分析平台的设计和搭建，使数据分析例行平台化，推动产品的数据化运营，并根据分析提出产品优化建议3.跟进产品整体运营，对各阶段运营活动及功能进行效果分析；完善产品数据的异常预警，保证产品异常第一时间发现并预警4.数据产品建设：和技术同事合作，完成数据采集、指标逻辑定义和报表开发，针对不同层级的内部客户设计数据产品；

任职要求：1.计算机、统计、数学、金融工程等相关专业硕士及以上学历。2.三年以上数据分析工作经验，电商、游戏、移动互联网、金融行业数据分析、数据挖掘背景优先。3.具有较强的数据敏感度，精通数据分析基础知识，熟练掌握数据分析的体系流程与方法。4.熟练掌握数据分析工具和技术，如SQL,R,python,Excel等。5.熟悉hive、spark等大数据平台，熟悉linux工作环境，有较强的代码能力者优先。

",fenxi
北京,北京小川在线网络技术有限公司,最右,150-500人,海淀区,本科,B轮,数据分析,15k-30k,1-3年,3948179,"
职位描述：

职责:
1.对最右产品运营数据进行分析、监测、统计，并形成指标体系；
2.制定业务核心指标，并进行分析维度拆解，通过对多维数据的深入分析，发现数据异常并定位原因，提出解决方案；
3.搭建业务转化漏斗，通过对用户行为深入分析，发现用户增长关键因素，联合产品、研发、运营等团队寻找提升用户成长方案，推动落地并评估效果；
4.对主要竞品的产品改进、数据波动保持密切关注，并进行细致对比分析，挖掘可借鉴方向。

要求:
1.统计学、数学、计算机等相关专业本科及以上学历；
2.较强的统计学基础，优秀的数据处理能力，敏锐的数据洞察力，良好的业务理解力；
3.熟练掌握Hive/SQL精通excel，掌握Python//R 尤佳，了解基本的数据分析方法与模型；
4.能独立完成从数据提取到模型构建，部门沟通到输出分析报告，提出并解决具体的业务问题。

加分：
1.有参与深度数据分析并有效指导产品运营的具体案例。


公司简介
小川科技 www.ixiaochuan.cn

1我们做什么
我们看好移动上的兴趣社交。通过发现兴趣和聚集同好，我们帮助年轻人畅快交流，发现自我。
我们理解的兴趣社交是：因为有爱，我们不孤单。
我们约会但不约炮，娱乐但不低俗，我们的愿景是：让你的兴趣不再孤单。 

2我们是谁
我们是连续创业者，我们失败过；我们也坚定的认为，我们将成功。
移动将改变生活，移动是一场革命，我们对此坚信不移。
我们是行动派，简单务实。不做游戏。不追概念。不尚空谈。
我们是最右，2014年底成立。优秀创业团队，著名投资人。 

3我们想建立什么样的公司
我们致力于建立一家有想象力的公司。创新、主动和团队是我们的信条。
在这里，你会创造一些东西。一些不能在其他地方创造的东西，一些让人们深深着迷的东西，一些可以让你自豪的介绍给家人和朋友的东西，一些让这个世界变更美好的东西。
在这里，你可以找到这样的工作。你会为它全情投入、绝不妥协，你会为它追求细节、关注效果，它会让你心甘情愿牺牲休息时间，但完成后会给你带来极大的满足感和成就感。
在这里，你会不断成长。你不再害怕犯错，因为你从成功中成长，也从失败中成长。你不断的发现自己，了解自己，你会发现你一步步变得强大，你会更热爱生活。
这里没有官僚流程，没有打卡，没有KPI，没有不做事的管理者。
这里没有员工。每一位同事都是我们的家人。你的快乐就是我们的快乐，你的困难就是我们的困难，我们期望和你一起努力、一起成长。
我们期望，与你一起，建立一家属于你的公司。 

4我们怎么工作
我们是创业团队，我们找伙伴，不找员工。
我们支持问题解决者。谁能解决问题，谁说了算。
我们一竿子捅到底。写代码，还要测试，还要客服。
我们努力跑得快一点，再快一点。我们自己和自己较劲。
我们很自由。想说什么就说，疲倦了可以打游戏，不想上班就在家歇歇。
我们相信，各人有各人的方式，成功不在于打卡，而在于投入。
我们不做平庸的公司，也不要平庸的员工。我们是创业者，我们一直在路上。 

5福利
员工是伙伴。我们将为小伙伴们提供最好的福利待遇。
我们努力培养你。你有多大能耐，就有多大空间。
与同级别公司相比，最右将提供最好的工资，最多的股票。
弹性工作制，中午2小时午休，免费中晚餐，每月有住房补贴。
 
6应聘指南
我们只寻找创业者。请认真思考：我真的要创业吗？
在加入之前，试用产品是值得的。质疑反映了你的独立思考，我们很珍惜。
不要反感我们的过关题，一个你将要合作3年的团队，值得你花3个小时。
检查我们，考察我们，拷问我们：这是我在寻找的团队吗？

",fenxi
北京,上海谦问万答吧云计算科技有限公司,学霸君,150-500人,朝阳区,本科,C轮,数据分析师,15k-25k,1-3年,4003908,"
职位描述：

岗位职责：
1. 分析业务数据：为相关业务提供数据支持或者基于数据的解决方案；
2. 构建指标体系：构建全面的、准确的、能反映服务业务线特征的整体指标体
系, 并基于业务监控指标体系，及时发现与定位业务问题
3. 设计数据产品：参与设计数据分析相关的系统工具
岗位要求：
1. 对数据有好奇心，喜欢钻研
2. 做事情以结果为导向
3. 熟悉MySQL
4. 至少熟悉Python/R语言之一

",fenxi
北京,北京数猎天下科技有限公司,DataHunter,50-150人,海淀区,硕士,A轮,数据分析师,22k-37k,3-5年,4457545,"
职位描述：

【你来负责的事】
1、根据客户的业务情况，进行数据整理，分析，建模
2、深入理解客户业务，发现业务特征，进行数据价值挖掘
3、负责业务分析策略定义、给出业务优化的意见
【我们需要你】
1、相关专业本科以上学历，硕士优先
2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律
3、对数据结构和算法设计有较为深刻的理解
4、善于分析业务、能将复杂的业务需求转化为数据/数学模型，对大数据处理和分析工作有热情
5、熟悉SQL、Python、R等技术者优先
6、熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术者优先

",fenxi
北京,光合新知（北京）科技有限公司,洋葱数学,150-500人,朝阳区,本科,C轮,数据分析师,20k-40k,3-5年,4292207,"
职位描述：

我们能给你：

高速发展的产品（千万级用户，数据量级百亿+，16年中旬至今，日活/月活以及各种数据量基本都翻了一番，且已经跑出规模化营收），后续平台和业务依然将处于高速发展期，可以体验业务量从10到100的发展。

学习型靠谱团队。不定期技术培训及技能分享。（SQL，Hive，业务等）

产品和技术都很有数据sence，根据跑出的数据结果，落地扎实。



岗位职责：

搭建&迭代优化业务线核心指标体系。

承接各业务线的迭代数据需求。

开展出初中阶核心分析需求的方案设计。

业务线的分析需求对应数据仓库和数据产品的沉淀。

承接临时数据需求。



我们需要你：

2年以上数据分析经验，参与过2个及以上BI实际项目

良好的沟通交流能力，文字表达能力

对数据敏感，有产品意识，主动学习探索，善于发现问题并沟通解决

对业务逻辑和数据变化敏感，具备优秀的逻辑分析能力

熟练使用Excel和 SQL，了解mongodb

",fenxi
北京,北京纯粹旅行有限公司,皇包车,150-500人,朝阳区,本科,C轮,数据分析师,10k-20k,1-3年,4078356,"
职位描述：

职责描述：负责用户、行业相关研究市场渠道投放数据分析和预警用户端日常运营投放数据分析和预警司导端数据分析和预警电销数据分析和预警

",fenxi
北京,北京五八到家信息技术有限公司,58到家,2000人以上,朝阳区,本科,A轮,数据分析师（中台）,20k-30k,3-5年,4473300,"
职位描述：

工作职责
负责公司交易、个性化推荐、用户画像、商家分层、精准营销等核心业务数据分析，通过数据分析，结合产品、运营、市场动作，持续提升用户增长、留存、转化，持续提升商业运营的作业效率。

职位要求
3年以上至少在用户增长、产品优化、商业分析中的一个方向上的相关工作经验，本科及以上学历。
统计基础知识扎实。熟练使用SQL、Excel。对R、Python、SPSS等数据分析工具，或对机器学习算法熟悉者优先。
良好的逻辑分析、数据驱动、业务抽象能力，善于从数据中进行业务解读，发现问题。
良好的沟通表达、团队协作、推动能力。

",fenxi
北京,北京思维造物信息科技有限公司,罗辑思维,150-500人,朝阳区,本科,B轮,数据分析师,25k-50k,3-5年,4389363,"
职位描述：

岗位职责：
1、 完成业务团队提出的数据需求，提供数据支持，并推进常用重要需求转化为数据产品。
2、 理解业务，挖掘用户行为特征等信息，为运营和产品改进提供数据支持和可落地的优化方案，并监控和评估实施效果。
3、 梳理产品/业务的核心数据指标体系，对其实现可视化监控。
4、 参与用户分群、用户价值、用户生命周期等数据研究，并通过精细化运营等手段实现用户活跃度和付费转化的提升。
 
职位要求：
1、 3 年及以上数据分析经验，数学、统计学、计算机科学等相关专业优先。
2、 能熟练使用SQL、Excel，有BI、数据仓库、Tableau可视化等相关经验优先。
3、 具备很强的数据分析和定义问题的能力，能够发现问题解决问题。

",fenxi
北京,北京捷越联合信息咨询有限公司,北京捷越联合,2000人以上,东城区,本科,不需要融资,数据分析,15k-25k,3-5年,4371094,"
职位描述：

工作职责
1、为风控建模或内部运营策略提供数据分析支持，为产品运营和内部流程提供数据支持 ； 
2、负责业务数据收集整理，对多种数据源的进行深度组合分析、挖掘、深度分析和建模，对相关数据进行深度挖掘分析； 
3、对公司内部数据架构进行评估和建议，从数据的角度推动公司内部流程管理，数据质量优化和数据库迭代建设 ； 
4.、深入理解业务，发现业务特征，进行衍生数据价值挖掘支持。

任职资格
1 . 全日制统招本科及以上学历，数学、统计、计算机、计量经济、数据挖掘、物理等理科专业； 
2 . 具备至少两年以上数据分析或挖掘经验，有互联网金融、银行零售信贷、信用卡、消费 金融或数据与征信行业背景； 
3 . Ms Office， SQL 熟练， R、SAS、MatLab、Python 精通一种或以上，可阅读英文文献；
4 . 有金融、经济、银行专业背景优先；有相关行业评分模型数据分析、应用策略制定及自动化经验者优先。

",fenxi
北京,北京奇秀科技有限公司,奇秀科技,50-150人,朝阳区,本科,天使轮,数据分析,6k-10k,1-3年,3943297,"
职位描述：

岗位职责：
1、基于用户互联网行为特征和互联网数据，为公司提供数据分析服务； 
2、为客户提供定制化的产品或竞品的媒介研究策略数据分析报告； 
3、为媒介中心的各种数据需求进行合理化建议，并提供定向支持； 
4、与客户部接口，对数据平台的改进提出合理化建议，并推动实施。
 
任职资格：
1、本科及以上学历，计算机、信息科学、应用数学相关学科背景；
2、1年以上相关工作经验者优先；
3、拥有优秀的市场研究能力，搜集行业、第三方数据并解读，行业趋势和竞品分析报告；
4、掌握营销学、传播学相关知识，熟悉第三方网络广告监测工具及其技术原理；
5、拥有营销或互联网媒体相关业务经验，能从业务运用角度洞察数据；
6、热爱移动互联网行业及产品者优先。

",fenxi
北京,北京默契破冰科技有限公司,玩吧,50-150人,东城区,本科,B轮,数据分析师,15k-30k,3-5年,4438220,"
职位描述：

职位诱惑：
七险一金,弹性不打卡,免费午餐,季度旅游

职位描述：
岗位职责：
1.梳理公司业务，建立数据分析框架和指标体系，帮助公司实现数据驱动；
2.对海量数据进行深入分析，发现知识和规律，提供有价值的业务洞察和剖析报告；
3.通过用户分群，理解用户行为，寻找用户潜在需求；
4.通过客观、理性的分析，支持公司战略层面决策

任职要求：
1.正直、诚实，对社交、娱乐产品有热情；
2.良好的数学能力和学习能力，对社交、游戏行业有较好的理解；
3.统计学、应用数学、计算机等专业硕士及以上学历（优秀者可放宽），有丰富的分析经验和成熟的方法论，熟练掌握SQL/SPSS/R/Python等分析工具；
4.3年以上互联网数据分析经验，良好的数据敏感度；
5.了解互联网趋势及其发展，热爱大数据
【玩吧】是一款娱乐社交APP，《快乐大本营》和《暴走大事件》官方推荐，冠名《PandaKill》，引领狼人杀现象级风潮，AppStore社交排行榜Top15！公司策略稳健、行动迅速，我们需要你的才华，也懂得回报你的付出。
工作地址

",fenxi
北京,北京数码通科技有限公司,数码通科技,50-150人,朝阳区,不限,不需要融资,数据分析师,10k-15k,1-3年,4417203,"
职位描述：

【工作地点】

北京


【工作职责】

负责收集整理公司产品业务数据，基于业务需求对数据进行分析处理并提供分析报告
通过对业务和运营的全面理解，不断完善核心数据的建设，结合实际设计数据挖掘模型
通过对数据的深度分析，挖掘出运营策略、客户需求、产品改进点等
可视化展示数据分析结果，具有较强可读性


【任职要求】

具有数学、统计学、数据分析等方面相关经验者优先；有互联网营销类经验者优先
良好的数据敏感度，能从大量繁杂数据提炼核心结果。有一定的数据清洗、挖掘和分析经验
出色的数据可视化呈现能力，熟练运用数据分析工具
有较强的 PPT 能力，能独立完成分析报告的撰写及汇报，投简历时请准备一份分析报告，面试时演示


",fenxi
